2025-06-28 12:02:50,687 [WARNING] Thread-1 (camera_stream_thread): pyzed not found. Using webcam as fallback.
2025-06-28 12:02:50,691 [INFO] Thread-4 (depth_analyzer_thread): DepthAnalyzer initialized. Obstacle threshold: 2000 mm
2025-06-28 12:02:50,693 [INFO] Thread-5 (road_processor_thread): RoadProcessor initialized. Default speed: 30 km/h
2025-06-28 12:02:50,694 [INFO] MainThread: Tüm iş parçacıkları başlatıldı. Çıkmak için Ctrl+C.
2025-06-28 12:02:50,696 [INFO] Thread-6 (direction_controller_thread): DirectionController initialized.
2025-06-28 12:02:50,696 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:38,596 [INFO] Thread-5 (road_processor_thread): RoadProcessor initialized. Default speed: 30 km/h
2025-06-28 13:57:38,597 [INFO] Thread-6 (direction_controller_thread): DirectionController initialized.
2025-06-28 13:57:38,597 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:38,601 [INFO] MainThread: Tüm iş parçacıkları başlatıldı. Çıkmak için Ctrl+C.
2025-06-28 13:57:38,698 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:38,798 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:38,899 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:39,010 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:39,062 [INFO] Thread-3 (lane_detector_thread): LaneDetector initialized. YOLOv8 segmentation model loaded from models/serit.pt
2025-06-28 13:57:39,064 [INFO] Thread-2 (yolo_processor_thread): YoloProcessor initialized. YOLOv8 model loaded from models/tabela.pt
2025-06-28 13:57:39,111 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:39,211 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:39,311 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:39,412 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:39,513 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:39,613 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:39,713 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:39,814 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:39,914 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:40,015 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:40,121 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:40,222 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:40,322 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:40,423 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:40,523 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:40,603 [INFO] Thread-7 (arduino_communicator_thread): Successfully connected to Arduino on COM3
2025-06-28 13:57:40,604 [INFO] Thread-7 (arduino_communicator_thread): ArduinoCommunicator initialized for port COM3 at 9600 baud.
2025-06-28 13:57:40,624 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:40,724 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:40,825 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:40,926 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:41,026 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:41,127 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:41,227 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:41,328 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:41,429 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:41,530 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:41,631 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:41,731 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:41,832 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:41,933 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:42,034 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:42,134 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:42,235 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:42,336 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:42,436 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:42,539 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:42,640 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:42,742 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:42,843 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:42,944 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:43,045 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:43,145 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:43,246 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:43,347 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:43,451 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:43,552 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:43,654 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:43,754 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:43,861 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:43,962 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:44,063 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:44,164 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:44,265 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:44,365 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:44,472 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:44,573 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:44,676 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:44,782 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:44,882 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:44,983 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:45,083 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:45,184 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:45,286 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:45,386 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:45,487 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:45,588 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:45,689 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:45,790 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:45,890 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:45,991 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:46,092 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:46,192 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:46,293 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:46,394 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:46,495 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:46,597 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:46,697 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:46,798 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:46,899 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:47,000 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:47,101 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:47,201 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:47,302 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:47,403 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:47,504 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:47,605 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:47,705 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:47,806 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:47,907 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:48,008 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:48,109 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:48,210 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:48,311 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:48,412 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:48,513 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:48,614 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:48,715 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:48,816 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:48,917 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:49,019 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:49,120 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:49,221 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:49,322 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:49,423 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:49,524 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:49,625 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:49,727 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:49,828 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:49,929 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:50,030 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:50,131 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:50,232 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:50,332 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:50,433 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:50,533 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:50,634 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:50,735 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:50,836 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:50,937 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:51,038 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:51,139 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:51,240 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:51,341 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:51,442 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:51,543 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:51,644 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:51,747 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:51,848 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:51,949 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:52,050 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:52,150 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:52,251 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:52,352 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:52,453 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:52,555 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:52,657 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:52,758 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:52,859 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:52,960 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:53,061 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:53,161 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:53,262 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:53,363 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:53,464 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:53,565 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:53,666 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:53,767 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:53,868 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:53,968 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:54,069 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:54,170 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:54,271 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:54,372 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:54,472 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:54,573 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:54,674 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:54,775 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:54,876 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:54,978 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:55,079 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:55,180 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:55,281 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:55,382 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:55,482 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:55,584 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:55,685 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:55,787 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:55,890 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:55,991 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:56,092 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:56,193 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:56,295 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:56,396 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:56,497 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:56,599 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:56,700 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:56,800 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:56,901 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:57,003 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:57,105 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:57,206 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:57,307 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:57,407 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 13:57:57,509 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
